"ID_STORE","ID_CALMONTH","COST_CATEGORY","COMMENT","VALUE"
"3","31.12.2024","Commission","Commission for Markus Beck, 3 %  ","981"
"3","31.12.2024","Commission","Commission for Peter Meier, 3 %  ","1031"
"3","31.12.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.12.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","31.12.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.12.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.12.2024","Monthly Rent","Rent for Store","13000"
"3","31.12.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.12.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.12.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.12.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.12.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.12.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"13","30.11.2024","Monthly Rent","Rent for Store","12000"
"3","30.09.2024","Commission","Commission for Markus Beck, 3 %  ","685"
"3","30.09.2024","Commission","Commission for Florian Hahn, 3 %  ","690"
"3","30.09.2024","Commission","Commission for Peter Meier, 3 %  ","825"
"3","30.09.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1166"
"3","30.09.2024","Commission","Commission for Marcus Friedrich, 3 %  ","1808"
"3","30.09.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","45"
"3","30.09.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","30.09.2024","Marketing Campaign","Marketing Campaign [35]: Guided Bike Tour","1500"
"3","30.09.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"3","30.09.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","30.09.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","30.09.2024","Commission","Commission for Sabine Meyer, 3 %  ","474"
"3","30.09.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","30.09.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","30.09.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","30.09.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","30.09.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","30.09.2024","Monthly Rent","Rent for Store","13000"
"3","30.09.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","30.09.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","30.09.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","30.09.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","30.09.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","30.09.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","30.09.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","30.09.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","30.09.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","30.09.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","30.09.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","30.09.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","30.09.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","30.09.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","1170"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","1575"
"Rosenheim","30.11.2024","Commission","Commission for Arnim Schmidt, 3 %  ","92"
"Rosenheim","30.11.2024","Commission","Commission for Sabine Meyer, 3 %  ","246"
"Freiburg im Breisgau","31.10.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","31.10.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"Freiburg im Breisgau","31.10.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"Freiburg im Breisgau","31.10.2024","Marketing Campaign","Marketing Campaign [29]: City Industry Exibition Booth 30 m2","13000"
"Freiburg im Breisgau","31.10.2024","Commission","Commission for Sabine Meyer, 3 %  ","201"
"Freiburg im Breisgau","31.10.2024","Commission","Commission for Markus Seibert, 3 %  ","269"
"Freiburg im Breisgau","31.10.2024","Commission","Commission for Arnim Schmidt, 3 %  ","408"
"Freiburg im Breisgau","31.10.2024","Commission","Commission for Matthias Schwab, 3 %  ","498"
"Freiburg im Breisgau","31.10.2024","Commission","Commission for Jan Peters, 3 %  ","957"
"Rosenheim","31.10.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","31.10.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","31.10.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","31.10.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","30.09.2024","Commission","Commission for Katharina Vogel, 3 %  ","1596"
"Freiburg im Breisgau","31.08.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","31.08.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","31.07.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","31.07.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","31.07.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","31.07.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","31.07.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Freiburg im Breisgau","31.07.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"Freiburg im Breisgau","31.07.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Freiburg im Breisgau","31.07.2024","Commission","Commission for Sabine Meyer, 3 %  ","232"
"Freiburg im Breisgau","31.07.2024","Commission","Commission for Jan Peters, 3 %  ","506"
"Freiburg im Breisgau","31.07.2024","Commission","Commission for Markus Seibert, 3 %  ","531"
"Freiburg im Breisgau","31.07.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1472"
"Freiburg im Breisgau","31.07.2024","Commission","Commission for Matthias Schwab, 3 %  ","2018"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","31.01.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","31.01.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","31.01.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","31.01.2024","Commission","Commission for Sabine Meyer, 3 %  ","9"
"Freiburg im Breisgau","31.01.2024","Commission","Commission for Jan Peters, 3 %  ","13"
"Freiburg im Breisgau","31.01.2024","Commission","Commission for Matthias Schwab, 3 %  ","108"
"Freiburg im Breisgau","31.01.2024","Commission","Commission for Arnim Schmidt, 3 %  ","123"
"Freiburg im Breisgau","31.01.2024","Commission","Commission for Markus Seibert, 3 %  ","141"
"Rosenheim","31.08.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","31.08.2024","Commission","Commission for Jan Peters, 3 %  ","582"
"Rosenheim","31.08.2024","Commission","Commission for Gerhard Winkler, 3 %  ","608"
"Rosenheim","31.08.2024","Commission","Commission for Sabine Meyer, 3 %  ","845"
"Rosenheim","31.08.2024","Commission","Commission for Arnim Schmidt, 3 %  ","869"
"Rosenheim","31.08.2024","Commission","Commission for Katharina Vogel, 3 %  ","2032"
"Rosenheim","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","45"
"Rosenheim","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","45"
"Rosenheim","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","90"
"Rosenheim","29.02.2024","Commission","Commission for Gerhard Winkler, 3 %  ","455"
"Rosenheim","29.02.2024","Commission","Commission for Sabine Meyer, 3 %  ","575"
"Rosenheim","29.02.2024","Commission","Commission for Arnim Schmidt, 3 %  ","624"
"Rosenheim","29.02.2024","Commission","Commission for Katharina Vogel, 3 %  ","1596"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","31.03.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","31.03.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","31.03.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","29.02.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","29.02.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","29.02.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","31.01.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","31.01.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","31.01.2024","Marketing Campaign","Marketing Campaign [56]: Banner 4 x 1,5 m","2500"
"Rosenheim","31.01.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Rosenheim","31.01.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","31.01.2024","Marketing Campaign","Marketing Campaign [26]: Opening Event / Party","6000"
"Rosenheim","31.01.2024","Commission","Commission for Arnim Schmidt, 3 %  ","92"
"Rosenheim","31.01.2024","Commission","Commission for Sabine Meyer, 3 %  ","246"
"Rosenheim","31.01.2024","Commission","Commission for Gerhard Winkler, 3 %  ","259"
"Rosenheim","31.01.2024","Commission","Commission for Jan Peters, 3 %  ","354"
"Rosenheim","31.01.2024","Commission","Commission for Katharina Vogel, 3 %  ","478"
"Freiburg im Breisgau","31.03.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"Freiburg im Breisgau","31.03.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Freiburg im Breisgau","31.03.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"Freiburg im Breisgau","31.03.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Freiburg im Breisgau","31.03.2024","Commission","Commission for Sabine Meyer, 3 %  ","596"
"Freiburg im Breisgau","31.03.2024","Commission","Commission for Markus Seibert, 3 %  ","675"
"Freiburg im Breisgau","31.03.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1385"
"Freiburg im Breisgau","31.03.2024","Commission","Commission for Matthias Schwab, 3 %  ","1719"
"Freiburg im Breisgau","31.03.2024","Commission","Commission for Jan Peters, 3 %  ","2921"
"Rosenheim","31.03.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Rosenheim","31.03.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","31.03.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","31.03.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","31.03.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Rosenheim","29.02.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","29.02.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","29.02.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","29.02.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"Rosenheim","29.02.2024","Marketing Campaign","Marketing Campaign [30]: Advertise on the Bus / Half Wrap","2500"
"Rosenheim","29.02.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","29.02.2024","Marketing Campaign","Marketing Campaign [51]: Advertisement in local newspaper 1/2 page","5000"
"Rosenheim","29.02.2024","Commission","Commission for Jan Peters, 3 %  ","417"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","31.05.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","31.05.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","31.05.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","31.05.2024","Marketing Campaign","Marketing Campaign [35]: Guided Bike Tour","1500"
"Freiburg im Breisgau","31.05.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"Freiburg im Breisgau","31.05.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Freiburg im Breisgau","31.05.2024","Marketing Campaign","Marketing Campaign [29]: City Industry Exibition Booth 30 m2","13000"
"Freiburg im Breisgau","31.05.2024","Commission","Commission for Markus Seibert, 3 %  ","1469"
"Freiburg im Breisgau","31.05.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1643"
"Freiburg im Breisgau","31.05.2024","Commission","Commission for Jan Peters, 3 %  ","1815"
"Freiburg im Breisgau","31.05.2024","Commission","Commission for Matthias Schwab, 3 %  ","1887"
"Freiburg im Breisgau","31.05.2024","Commission","Commission for Sabine Meyer, 3 %  ","1989"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","30.04.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","30.04.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","30.04.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","30.04.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"Freiburg im Breisgau","30.04.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"Freiburg im Breisgau","30.04.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Freiburg im Breisgau","30.04.2024","Commission","Commission for Markus Seibert, 3 %  ","2666"
"Freiburg im Breisgau","30.04.2024","Commission","Commission for Arnim Schmidt, 3 %  ","3291"
"Freiburg im Breisgau","30.04.2024","Commission","Commission for Jan Peters, 3 %  ","3526"
"Freiburg im Breisgau","30.04.2024","Commission","Commission for Matthias Schwab, 3 %  ","3636"
"Freiburg im Breisgau","30.04.2024","Commission","Commission for Sabine Meyer, 3 %  ","3743"
"Freiburg im Breisgau","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","45"
"Freiburg im Breisgau","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Mid-Up","45"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","30.06.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
